2052793164, bgcommon/texture/dummy_d.tex
1974800904, bg/ex1/01_roc_r2/common/texture/r200_a0_bait1_d.tex
2456768951, bg/ex1/01_roc_r2/common/texture/r200_a0_box1a_d.tex
2743552810, bg/ex1/01_roc_r2/common/texture/r200_a0_box1b_d.tex
148325696, bg/ex1/01_roc_r2/common/texture/r200_a0_carpt_d.tex
2286361605, bg/ex1/01_roc_r2/common/texture/r200_a0_cst1a_d.tex
3031062907, bg/ex1/01_roc_r2/common/texture/r200_a0_kami1_d.tex
3242988766, bg/ex1/01_roc_r2/common/texture/r200_a0_obj01_d.tex
4037283395, bg/ex1/01_roc_r2/common/texture/r200_a0_obj02_d.tex
3936086833, bg/ex1/01_roc_r2/common/texture/r200_a0_stv1a_d.tex
1679092946, bg/ex1/01_roc_r2/common/texture/r200_a0_stv2a_d.tex
849686076, bg/ex1/01_roc_r2/common/texture/r200_a0_tnt01_d.tex
55391393, bg/ex1/01_roc_r2/common/texture/r200_a0_tnt02_d.tex
1620902299, bg/ex1/01_roc_r2/common/texture/r200_a0_tnt04_d.tex
3337226799, bg/ex1/01_roc_r2/common/texture/r200_a0_tnt05_d.tex
2967116130, bg/ex1/01_roc_r2/common/texture/r200_a0_wara1_d.tex
3168938563, bg/ex1/01_roc_r2/common/texture/r200_a0_wol1a_d.tex
1812723404, bg/ex1/01_roc_r2/common/texture/r200_a1_clt01_d.tex
4236554627, bg/ex1/01_roc_r2/common/texture/r200_a1_g0001_d.tex
3446450974, bg/ex1/01_roc_r2/common/texture/r200_a1_g0002_d.tex
1796972714, bg/ex1/01_roc_r2/common/texture/r200_a1_g0003_d.tex
2931596836, bg/ex1/01_roc_r2/common/texture/r200_a1_g0004_d.tex
147559824, bg/ex1/01_roc_r2/common/texture/r200_a1_g0005_d.tex
958631693, bg/ex1/01_roc_r2/common/texture/r200_a1_g0006_d.tex
1763505232, bg/ex1/01_roc_r2/common/texture/r200_a1_g0008_d.tex
903067895, bg/ex1/01_roc_r2/common/texture/r200_a1_wod01_d.tex
71017066, bg/ex1/01_roc_r2/common/texture/r200_a1_wod02_d.tex
3237990277, bg/ex1/01_roc_r2/common/texture/r200_b0_bari1_d.tex
1256045870, bg/ex1/01_roc_r2/common/texture/r200_b0_door1_d.tex
1899347107, bg/ex1/01_roc_r2/common/texture/r200_b0_kabe2_d.tex
3968883153, bg/ex1/01_roc_r2/common/texture/r200_b0_wind2_d.tex
1056903099, bg/ex1/01_roc_r2/common/texture/r200_b1_clo01_d.tex
2138614106, bg/ex1/01_roc_r2/common/texture/r200_b1_sym01_d.tex
1318106055, bg/ex1/01_roc_r2/common/texture/r200_b1_sym02_d.tex
786675912, bg/ex1/01_roc_r2/common/texture/r200_c0_lamp2_d.tex
1242585067, bg/ex1/01_roc_r2/common/texture/r200_c0_spos1_d.tex
4242566701, bg/ex1/01_roc_r2/common/texture/r200_i0_bed1a_d.tex
390726054, bg/ex1/01_roc_r2/common/texture/r200_i0_chr1a_d.tex
3780942352, bg/ex1/01_roc_r2/common/texture/r200_i0_dsk1a_d.tex
1278547915, bg/ex1/01_roc_r2/common/texture/r200_i0_rug1a_d.tex
1718025878, bg/ex1/01_roc_r2/common/texture/r200_i0_shd1a_d.tex
1098610282, bg/ex1/01_roc_r2/common/texture/r200_i0_slf1a_d.tex
2303359099, bg/ex1/01_roc_r2/common/texture/_r200_p1_giza1_d.tex
796769362, bg/ex1/01_roc_r2/common/texture/r200_t0_snw1a_d.tex
1455296277, bg/ex1/01_roc_r2/common/texture/r200_z0_lmp1a_d.tex
2334709392, bg/ex1/01_roc_r2/common/texture/r200_z1_lmp1a_d.tex
88979114, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5649383.tex
3077401274, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5649384.tex
2653250258, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5889244.tex
66402726, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5894928.tex
4105261012, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5899560.tex
4251884300, bg/ex1/01_roc_r2/dun/r2d1/level/envl/evl5927819.tex
2552591, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_ice01_d.tex
2441548711, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a1_lam01_d.tex
3414845737, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a6_lev01_d.tex
109533271, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a2_gem01_d.tex
2627574151, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a2_itm01_d.tex
994049606, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a2_mtl01_d.tex
286968814, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a2_skl01_d.tex
552784243, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a2_skl02_d.tex
598295823, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_brk01_d.tex
3453489641, bg/ex1/01_roc_r2/dun/r2d1/texture/_r2d1_a3_cha01_d.tex
998721961, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a6_dor01_d.tex
648608442, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a3_dor01_d.tex
1305360881, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a3_kag01_d.tex
739635734, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_rom01_d.tex
503179403, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_rom02_d.tex
3571557597, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_sta01_d.tex
3983317016, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_stb01_d.tex
3699671685, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_t2_stb02_d.tex
573471307, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_flag1_d.tex
3484658496, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_grd01_d.tex
722126709, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_hal01_d.tex
2614763931, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_mtl01_d.tex
984240507, bgcommon/nature/lightshaft/texture/_n_lightshaft_s1_000.tex
1236068048, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_stn01_d.tex
2017786957, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_stn02_d.tex
3342693048, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a4_weap1_d.tex
4216041778, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a5_can01_d.tex
3255224094, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a5_iro01_d.tex
175067956, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_a6_dor02_d.tex
1302738119, bg/ex1/01_roc_r2/dun/r2d1/texture/r2d1_b1_pil01_d.tex
